Organization,Orgn,District,Dist,Type,Desc,Des,TotalHH,Status,DaysSinceQuake,Population,Death,Injuries,PrivPop_Full,PrivPop_Partial,PrivProp
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,38,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,280,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,79,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,66,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,31,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,84,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,81,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,160,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,79,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,135,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,116,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,50,Completed,30,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,93,Completed,16,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,177,Completed,9,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,301,Completed,20,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,301,Completed,20,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,91,Completed,21,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,165,Completed,21,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,91,Completed,21,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,165,Completed,21,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,203,Completed,24,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,219,Completed,24,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,203,Completed,24,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,219,Completed,24,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,227,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,227,Completed,25,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,241,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,241,Completed,26,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,36,Completed,27,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,10,Completed,27,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,198,Completed,27,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,504,Completed,27,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,CGI Bundle (72ft/bundle),CGI Bundle (72ft/bundle),92,Completed,86,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,457,Completed,44,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,457,Completed,44,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Non-Food Items,Blankets,Blankets,3,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,2,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,1,Completed,5,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,3,Completed,5,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,7,Completed,2,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Non-Food Items,Blankets,Blankets,376,Completed,2,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,376,Completed,2,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,6,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,490,Completed,59,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,490,Completed,59,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,4,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,8,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,8,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,13,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,14,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,50,Completed,7,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,25,Completed,9,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,3,Completed,9,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,4,Completed,9,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,10,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,10,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,569,Completed,39,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,569,Completed,39,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,8,Completed,3,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,82,Completed,29,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,82,Completed,29,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,7,Completed,7,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Non-Food Items,Blankets,Blankets,600,Completed,56,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,600,Completed,56,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Non-Food Items,Blankets,Blankets,670,Completed,2,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Bhaktapur,Bhaktapur,Shelter,Tarpaulin,Tarpaulin,670,Completed,2,304651,333,2101,18900,9054,27954
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,241,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,137,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,131,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,36,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,143,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,46,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,111,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,239,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,58,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,121,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,161,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Non-Food Items,Blankets,Blankets,138,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,241,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,137,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,131,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,36,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,143,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,46,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,111,Completed,11,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,239,Completed,39,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,58,Completed,39,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,121,Completed,39,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,161,Completed,39,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Nuwakot,Nuwakot,Shelter,Tarpaulin,Tarpaulin,138,Completed,39,277471,1109,1050,75562,4200,79762
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,400,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,400,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Makawanpur,Makawanpur,Non-Food Items,Blankets,Blankets,1000,Completed,59,420477,33,229,20035,17383,37418
Caritas Nepal,Caritas Nepal,Makawanpur,Makawanpur,Shelter,Tarpaulin,Tarpaulin,1000,Completed,59,420477,33,229,20035,17383,37418
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,40,Completed,6,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,20,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,20,Completed,44,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,10,Completed,31,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,25,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,25,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,111,Completed,6,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,75,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,60,Completed,33,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,34,Completed,33,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,34,Completed,3,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,60,Completed,3,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,142,Completed,36,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,142,Completed,36,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,50,Completed,49,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,50,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,12,Completed,64,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,12,Completed,64,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Non-Food Items,Blankets,Blankets,1016,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Dolakha,Dolakha,Shelter,Tarpaulin,Tarpaulin,1016,Completed,50,186557,177,662,48880,3120,52000
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,172,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,135,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,149,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,138,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,143,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,118,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,98,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,190,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Rasuwa,Rasuwa,Non-Food Items,Blankets,Blankets,137,Completed,13,43300,660,771,11368,267,11635
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,6,Completed,1,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,4,Completed,3,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,6,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,12,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,3,Completed,7,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Sindhupalchok,Sindhupalchok,Non-Food Items,Blankets,Blankets,1043,Completed,32,287798,3553,1569,63885,2751,66636
Caritas Nepal,Caritas Nepal,Sindhupalchok,Sindhupalchok,Shelter,Tarpaulin,Tarpaulin,1043,Completed,32,287798,3553,1569,63885,2751,66636
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,9,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Lalitpur,Lalitpur,Shelter,Tarpaulin,Tarpaulin,5,Completed,4,468132,180,3051,17444,8064,25508
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,210,Completed,4,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,58,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,50,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,58,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,50,Completed,35,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Non-Food Items,Blankets,Blankets,40,Completed,31,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,40,Completed,31,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,1068,Completed,44,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,1068,Completed,44,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,494,Completed,42,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,494,Completed,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kathmandu,Kathmandu,Shelter,Tarpaulin,Tarpaulin,1,Completed,9,1744240,1229,7950,43805,55131,98936
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Non-Food Items,Blankets,Blankets,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Okhaldhunga,Okhaldhunga,Shelter,Tarpaulin,Tarpaulin,100,Completed,39,147984,20,61,10031,3107,13138
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,24,Completed,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,24,Completed,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,263,Completed,57,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,263,Completed,57,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,304,Completed,8,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Non-Food Items,Blankets,Blankets,694,Completed,5,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Sindhuli,Sindhuli,Shelter,Tarpaulin,Tarpaulin,694,Completed,5,296192,15,230,18197,10028,28225
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,174,Completed,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,174,Completed,48,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,6,Completed,62,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,6,Completed,62,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,754,Completed,39,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Shelter,Tarpaulin,Tarpaulin,754,Completed,39,381937,318,1179,49933,23714,73647
Caritas Nepal,Caritas Nepal,Kabhrepalanchok,Kabhrepalanchok,Non-Food Items,Blankets,Blankets,604,Completed,33,381937,318,1179,49933,23714,73647
